"Teil,""Deckungsmenge"",""KommNr"",""Bedarfsmenge"",""Termin"",""SubRefObj"""
"zs142428.66,""9411.0"","""",""0.0"",""2025-09-10"","""""
"zk00033875,""0.0"","""",""20000.0"",""2026-01-23"",""LA-00220281|zk00033875||0"""
"vpfk076,""0.0"","""",""20.0"",""2026-01-25"","""""
"3867f.68,""0.0"",""V-001000"",""6000.0"",""2025-10-27"","""""
"38330.67,""0.0"",""V-007000"",""14000.0"",""2025-08-08"","""""
"3876c.65,""10000.0"",""V-000500"",""0.0"",""2025-10-10"","""""
"389805,""3000.0"",""116981-000500"",""0.0"",""2025-07-25"","""""
"3876c.67,""0.0"","""",""10000.0"",""2026-01-22"",""ZV-00228212|3876c.67||1"""
"3966,""4000.0"",""V-001000"",""0.0"",""2026-01-23"","""""
"4010,""20.0"",""116981-000001"",""0.0"",""2025-07-25"","""""
"451218.67,""10000.0"",""V-000250"",""0.0"",""2025-10-09"","""""
"460006,""5000.0"",""146206-000500"",""0.0"",""2025-07-23"","""""
"460108.00050,""2000.0"",""116981-000500"",""0.0"",""2025-07-25"","""""
"zs3825m.68,""0.0"",""V-000500"",""14500.0"",""2025-09-12"","""""
"x50052075.10,""0.0"",""V-000500"",""10000.0"",""2025-09-26"","""""
"460408.00050,""2000.0"",""116981-000500"",""0.0"",""2025-07-25"","""""
"440610.47,""0.0"",""176303-001000"",""1000.0"",""2025-07-23"","""""
"x50040075.10,""0.0"",""176303-001000"",""1000.0"",""2025-07-23"","""""
"5100.99,""0.0"",""V-000250"",""250.0"",""2025-07-30"","""""
"zd20298.60,""0.0"","""",""1000000.0"",""2025-08-12"","""""
"zd20512.62,""1000000.0"","""",""0.0"",""2025-08-27"","""""
"zd20512.62,""1000000.0"","""",""0.0"",""2025-08-13"","""""
"c22100019.68F,""0.0"",""156122"",""500000.0"",""2025-08-28"","""""
"RMSA48,""0.0"","""",""49.45"",""2025-07-21"","""""
"vpef001,""216000.0"","""",""0.0"",""2025-08-20"","""""
"zs9505403.70,""0.0"","""",""60000.0"",""2025-10-22"","""""
"zrx50080045.80,""0.0"",""V-005000"",""20000.0"",""2025-10-15"","""""
"zrx50080045.80,""0.0"",""V-005000"",""20000.0"",""2026-02-16"","""""
"zrx50080045.80,""0.0"",""V-005000"",""20000.0"",""2026-07-15"","""""
"zs203190.22,""0.0"",""V-010000"",""100000.0"",""2025-10-16"","""""
"zs203190.22,""0.0"",""V-010000"",""100000.0"",""2025-11-03"","""""
"zs203190.22,""0.0"",""V-010000"",""100000.0"",""2025-11-18"","""""
"zs203190.22,""0.0"",""V-010000"",""100000.0"",""2025-12-03"","""""
"01016l.68,""0.0"","""",""10800.0"",""2025-07-31"","""""
"zs1108146166,""0.0"",""146041-005000"",""25000.0"",""2025-11-05"","""""
"1365.60,""500000.0"","""",""0.0"",""2025-12-04"","""""
"zs1108146166,""0.0"",""146041-005000"",""25000.0"",""2025-11-26"","""""
"zs1108146166,""0.0"",""146041-005000"",""25000.0"",""2025-12-17"","""""
"zs1108146166,""0.0"",""146041-005000"",""25000.0"",""2026-01-07"","""""
"zs1108146166,""0.0"",""146041-005000"",""30000.0"",""2026-02-18"","""""
"RMS17,""0.0"","""",""84.75"",""2025-11-17"","""""
"zs1108146166,""0.0"",""146041-005000"",""25000.0"",""2026-01-28"","""""
"460508,""0.0"",""118634-000500"",""5000.0"",""2025-07-29"","""""
"mb_5,""0.0"","""",""0.75"",""2025-09-16"","""""
"460408,""0.0"",""118634-000500"",""10000.0"",""2025-07-29"","""""
"470408d,""0.0"",""142242-000100"",""21000.0"",""2025-05-21"","""""
"470408d,""21000.0"",""142242-000100"",""0.0"",""2025-05-21"","""""
"x26105015.47,""0.0"","""",""1000000.0"",""2025-09-16"",""LA-00229731|x26105015.47||0"""
"3790d.95,""0.0"",""V-001000"",""5000.0"",""2025-07-24"","""""
"3530a,""0.0"",""118634-000250"",""5000.0"",""2025-07-29"","""""
"vpfk070,""0.0"","""",""667.0"",""2025-09-16"","""""
"vpfk069,""0.0"","""",""333.0"",""2025-09-16"","""""
"mat_41,""0.0"","""",""0.7"",""2025-09-16"","""""
"mat_42,""0.0"","""",""0.004"",""2025-09-16"","""""
"zk65,""0.0"","""",""333.0"",""2025-09-16"",""LA-00229731|zk65||0"""
"470712,""1000000.0"","""",""0.0"",""2025-09-10"","""""
"mat_3,""0.0"","""",""80.0"",""2025-09-04"","""""
"mb_8,""0.0"","""",""2.4"",""2025-09-04"","""""
"x40150020.47,""0.0"","""",""1000000.0"",""2025-09-04"",""LA-00229732|x40150020.47||0"""
"mat_41,""0.0"","""",""2.24"",""2025-09-04"","""""
"mat_42,""0.0"","""",""0.013"",""2025-09-04"","""""
"03775a05.68,""0.0"","""",""403200.0"",""2025-08-27"","""""
"zs20550.41,""100000.0"",""V-005000"",""0.0"",""2025-07-23"","""""
"zs20550.41,""100000.0"",""V-005000"",""0.0"",""2025-08-14"","""""
"zs20550.41,""100000.0"",""V-005000"",""0.0"",""2025-10-03"","""""
"1001z.28,""100000.0"",""118052-002000"",""0.0"",""2025-11-12"","""""
"3515a,""30000.0"",""118052-001000"",""0.0"",""2025-07-30"","""""
"zr1104120145,""0.0"",""V-001000"",""10000.0"",""2025-10-17"","""""
"ot35030,""0.0"","""",""1.0"",""2025-09-23"",""ZV-00228845|ot35030||1"""
"ot40030,""0.0"","""",""1.0"",""2025-09-23"",""ZV-00228846|ot40030||1"""
"ut35030,""0.0"","""",""1.0"",""2025-09-23"",""ZV-00228847|ut35030||1"""
"ut40030,""0.0"","""",""1.0"",""2025-09-23"",""ZV-00228848|ut40030||1"""
"x40060045.65,""0.0"",""V-000500"",""20000.0"",""2025-10-21"","""""
"zk20326,""0.0"",""148099-007500"",""160.0"",""2025-10-08"",""LA-00221885|zk20326||0"""
"vpss021,""0.0"",""148099-007500"",""9.0"",""2025-10-08"","""""
"vpfk085,""0.0"",""148099-007500"",""9.0"",""2025-10-08"",""LA-00221885|vpfk085||0"""
"zp0414110928,""1200000.0"",""148099-007500"",""0.0"",""2025-10-30"","""""
"zp0414110928F,""0.0"",""148099-007500"",""1200000.0"",""2025-10-28"","""""
"RBZ12,""0.0"",""148099-007500"",""111.6"",""2025-09-24"","""""
"zk20326,""0.0"",""148099-007500"",""160.0"",""2025-09-24"",""LA-00221886|zk20326||0"""
"vpss021,""0.0"",""148099-007500"",""9.0"",""2025-09-24"","""""
"vpfk085,""0.0"",""148099-007500"",""9.0"",""2025-09-24"",""LA-00221886|vpfk085||0"""
"01004a.28,""33600.0"",""124979-004800"",""0.0"",""2025-09-26"","""""
"zs20174.60,""40000.0"","""",""0.0"",""2025-10-14"","""""
"zs20174.60,""40000.0"","""",""0.0"",""2025-07-22"","""""
"zd20512.62,""0.0"",""148736-010000"",""1000000.0"",""2027-03-10"","""""
"zd20512.62,""0.0"",""148736-010000"",""1000000.0"",""2027-05-05"","""""
"a35150030.60,""50000.0"",""V-001000"",""0.0"",""2025-09-03"","""""
"SMS48,""0.0"",""V-001000"",""18.37"",""2025-08-18"","""""
"460408,""0.0"",""V-000500"",""4000.0"",""2025-07-28"","""""
"469806,""0.0"",""V-000500"",""12000.0"",""2025-07-28"","""""
"469808,""0.0"",""V-000500"",""3000.0"",""2025-07-28"","""""
"3494a,""1500.0"",""V-000500"",""0.0"",""2025-07-25"","""""
"3652c,""400.0"",""118439-000100"",""0.0"",""2025-07-28"","""""
"b25025025.60,""0.0"","""",""100000.0"",""2025-10-20"","""""
"b25025025.61,""100000.0"","""",""0.0"",""2025-11-03"","""""
"985a.60,""0.0"","""",""100000.0"",""2026-03-17"","""""
"985a.62,""100000.0"","""",""0.0"",""2026-03-31"","""""
"451215.60,""0.0"",""V-000250"",""5000.0"",""2025-08-26"","""""
"985a.60,""0.0"","""",""100000.0"",""2025-09-08"","""""
"985a.62,""100000.0"","""",""0.0"",""2025-09-22"","""""
"470406,""17000.0"",""V-000500"",""0.0"",""2025-07-22"","""""
"4509a06.67,""0.0"",""118634-001000"",""10000.0"",""2025-07-29"","""""
"4508b06.67,""0.0"",""118634-000500"",""5000.0"",""2025-07-29"","""""
"3509a,""0.0"",""118634-000500"",""5000.0"",""2025-07-29"","""""
"4509b06.67,""0.0"",""118634-001000"",""30000.0"",""2025-07-29"","""""
"4500.64,""0.0"",""V-000500"",""20000.0"",""2025-11-13"","""""
"3656a,""0.0"","""",""20000.0"",""2025-07-21"",""ZV-00209687|3656a||1"""
"x40073080.40,""0.0"",""V-002000"",""152000.0"",""2026-03-20"","""""
"776.60,""20000.0"","""",""0.0"",""2025-11-11"","""""
"3821r4508.60,""20000.0"","""",""0.0"",""2026-01-13"","""""
"zs20438.68,""0.0"","""",""25000.0"",""2025-08-06"",""ZV-00218505|zs20438.68||1"""
"zs20438.68,""0.0"","""",""25000.0"",""2026-01-16"",""ZV-00218506|zs20438.68||1"""
"zs1112004866,""0.0"",""146041-002000"",""20000.0"",""2025-08-20"","""""
"zs1112004866,""0.0"",""146041-002000"",""20000.0"",""2025-10-22"","""""
"zs1112004866,""0.0"",""146041-002000"",""20000.0"",""2026-01-07"","""""
"1002n.68,""320000.0"",""V-040000"",""0.0"",""2025-09-17"","""""
"450208.65,""0.0"","""",""15000.0"",""2025-07-21"",""ZL-00223921|450208.65||1"""
"zs1112004866,""20000.0"",""146041-002000"",""0.0"",""2025-08-19"","""""
"zs1112004866,""20000.0"",""146041-002000"",""0.0"",""2025-10-21"","""""
"zs1112004866,""20000.0"",""146041-002000"",""0.0"",""2026-01-06"","""""
"zs1112004866,""20000.0"",""146041-002000"",""0.0"",""2026-03-10"","""""
"zs1112004866,""20000.0"",""146041-002000"",""0.0"",""2026-05-19"","""""
"zs1112004866,""25000.0"",""146041-002000"",""0.0"",""2026-07-28"","""""
"39411pa,""0.0"",""V-000500"",""2000.0"",""2025-08-28"","""""
"zs1109778566,""0.0"",""146041-001000"",""40000.0"",""2025-08-13"","""""
"zs1109778566,""0.0"",""146041-001000"",""40000.0"",""2025-09-03"","""""
"zs1109778566,""0.0"",""146041-001000"",""40000.0"",""2025-09-24"","""""
"zs1109778566,""0.0"",""146041-001000"",""40000.0"",""2025-10-15"","""""
"zs1109778566,""0.0"",""146041-001000"",""40000.0"",""2025-11-05"","""""
"zp0414110928F,""0.0"",""148099-007500"",""1200000.0"",""2025-10-20"","""""
"RBZ3,""0.0"",""148099-007500"",""111.6"",""2025-09-17"","""""
"zk20326,""0.0"",""148099-007500"",""160.0"",""2025-09-17"",""LA-00225094|zk20326||0"""
"vpss021,""0.0"",""148099-007500"",""9.0"",""2025-09-17"","""""
"vpfk085,""0.0"",""148099-007500"",""9.0"",""2025-09-17"",""LA-00225094|vpfk085||0"""
"zp0414110928F,""0.0"",""148099-007500"",""1200000.0"",""2025-11-03"","""""
"1364q.68,""500000.0"","""",""0.0"",""2025-09-26"","""""
"RBZ3,""0.0"",""148099-007500"",""111.6"",""2025-09-30"","""""
"zk20326,""0.0"",""148099-007500"",""160.0"",""2025-09-30"",""LA-00225095|zk20326||0"""
"vpss021,""0.0"",""148099-007500"",""9.0"",""2025-09-30"","""""
"vpfk085,""0.0"",""148099-007500"",""9.0"",""2025-09-30"",""LA-00225095|vpfk085||0"""
"zp0414110928F,""0.0"",""148099-007500"",""1200000.0"",""2025-10-27"","""""
"RBZ3,""0.0"",""148099-007500"",""111.6"",""2025-09-23"","""""
"zk20326,""0.0"",""148099-007500"",""160.0"",""2025-09-23"",""LA-00225096|zk20326||0"""
"vpss021,""0.0"",""148099-007500"",""9.0"",""2025-09-23"","""""
"SMS128,""0.0"",""112524-000400"",""776.16"",""2026-04-07"","""""
"3930pv,""0.0"",""V-000500"",""1000.0"",""2025-08-07"","""""
"SMS128,""0.0"",""112524-000400"",""776.16"",""2026-03-20"","""""
"SMS128,""0.0"",""112524-000400"",""776.16"",""2026-03-27"","""""
"SMS128,""0.0"",""112524-000400"",""776.16"",""2026-03-13"","""""
"SMS128,""0.0"",""112524-000400"",""776.16"",""2026-03-04"","""""
"3829b.67,""0.0"","""",""2000.0"",""2025-08-04"",""ZV-00226745|3829b.67||1"""
"SMS128,""0.0"",""112524-000400"",""776.16"",""2026-02-17"","""""
"SMS128,""0.0"",""112524-000400"",""776.16"",""2026-02-24"","""""
"SMS128,""0.0"",""112524-000400"",""776.16"",""2026-02-09"","""""
"396208,""0.0"","""",""5000.0"",""2025-08-04"",""ZV-00226753|396208||1"""
"m40018.01.65,""0.0"","""",""1000.0"",""2025-08-13"",""ZL-00224457|m40018.01.65||1"""
"470508,""0.0"","""",""15000.0"",""2025-07-30"",""ZV-00226980|470508||1"""
"zs702689.48,""0.0"",""V-001000"",""10000.0"",""2025-07-28"","""""
"3963,""0.0"",""V-000250"",""2000.0"",""2025-10-09"","""""
"03785a08.68,""0.0"","""",""130000.0"",""2025-08-29"","""""
"zsi913034.40,""0.0"","""",""5000.0"",""2025-10-08"",""ZV-00226986|zsi913034.40||1"""
"zs702689.48,""0.0"",""V-001000"",""10000.0"",""2026-03-13"","""""
"zsi913034.40,""0.0"","""",""5000.0"",""2025-12-03"",""ZV-00226987|zsi913034.40||1"""
"zk210105791,""0.0"","""",""6120.0"",""2026-03-06"",""LA-00226170|zk210105791||0"""
"zk210105762,""0.0"","""",""6120.0"",""2026-03-06"",""LA-00226170|zk210105762||0"""
"zk2101081474,""0.0"","""",""6120.0"",""2026-03-06"",""LA-00226170|zk2101081474||0"""
"zk210105750,""0.0"","""",""6120.0"",""2026-03-06"",""LA-00226170|zk210105750||0"""
"zk210105757,""0.0"","""",""6120.0"",""2026-03-06"",""LA-00226170|zk210105757||0"""
"kas194140060,""0.0"",""V-000102"",""60.0"",""2026-03-08"","""""
"kas187133113,""0.0"",""V-000102"",""60.0"",""2026-03-08"","""""
"kas187133003,""0.0"",""V-000102"",""360.0"",""2026-03-08"","""""
"zs0003249720,""0.0"","""",""109560.0"",""2025-11-19"","""""
"zs0003249725,""109560.0"","""",""0.0"",""2025-12-03"","""""
"976.22,""0.0"","""",""12960.0"",""2026-02-24"",""LA-00226167|976.22||0"""
"zk210105791,""0.0"","""",""3240.0"",""2026-02-24"",""LA-00226167|zk210105791||0"""
"zk210105762,""0.0"","""",""3240.0"",""2026-02-24"",""LA-00226167|zk210105762||0"""
"zk2101081473,""0.0"","""",""3240.0"",""2026-02-24"",""LA-00226167|zk2101081473||0"""
"zk210105757,""0.0"","""",""3240.0"",""2026-02-24"",""LA-00226167|zk210105757||0"""
"kas194140060,""0.0"",""V-000108"",""30.0"",""2026-02-24"","""""
"kas187133113,""0.0"",""V-000108"",""30.0"",""2026-02-24"","""""
"976.22,""0.0"","""",""12960.0"",""2025-09-30"",""LA-00226165|976.22||0"""
"1002n.68,""280000.0"",""V-040000"",""0.0"",""2025-08-21"","""""
"1002n.68,""240000.0"",""V-040000"",""0.0"",""2025-07-24"","""""
"1002n.68,""320000.0"",""V-040000"",""0.0"",""2025-09-12"","""""
"1002n.68,""2760000.0"",""V-040000"",""0.0"",""2025-11-21"","""""
"1002n.68,""350000.0"",""V-040000"",""0.0"",""2026-01-16"","""""
"b24100025.80,""0.0"",""113678-010000"",""500000.0"",""2025-08-19"","""""
"b24100025.80,""0.0"",""113678-010000"",""500000.0"",""2025-09-02"","""""
"a40033019.80,""0.0"",""V-005000"",""60000.0"",""2025-07-31"","""""
"b24100025.80,""0.0"",""113678-010000"",""500000.0"",""2025-10-14"","""""
"999.20,""0.0"",""V-200000"",""10500.0"",""2025-11-11"","""""
"zs37639u.20,""0.0"",""V-004000"",""100000.0"",""2025-08-08"","""""
"zs37639u.20,""0.0"",""V-004000"",""100000.0"",""2025-12-12"","""""
"zs9412155.66,""0.0"","""",""20000.0"",""2025-09-01"",""ZV-00227234|zs9412155.66||1"""
"zs9412155.66,""0.0"","""",""20000.0"",""2025-09-22"",""ZV-00227235|zs9412155.66||1"""
"zs9412155.66,""0.0"","""",""20000.0"",""2025-10-13"",""ZV-00227236|zs9412155.66||1"""
"zs9412155.66,""0.0"","""",""20000.0"",""2025-11-03"",""ZV-00227237|zs9412155.66||1"""
"zs9412155.66,""0.0"","""",""20000.0"",""2025-11-24"",""ZV-00227238|zs9412155.66||1"""
"zs9412155.66,""0.0"","""",""20000.0"",""2025-12-15"",""ZV-00227239|zs9412155.66||1"""
"zs9412155.66,""0.0"","""",""10000.0"",""2026-01-05"",""ZV-00227240|zs9412155.66||1"""
"976.20,""0.0"","""",""100000.0"",""2025-12-03"","""""
"976.22,""100000.0"","""",""0.0"",""2025-12-17"","""""
"zs1111630280,""0.0"",""V-000500"",""20000.0"",""2025-07-31"","""""
"01016r.68,""0.0"","""",""5400.0"",""2025-08-04"","""""
"8617,""0.0"",""V-000500"",""500.0"",""2025-07-28"","""""
"zp0414110928F,""0.0"",""116269"",""1200000.0"",""2025-08-06"","""""
"zk20326,""0.0"","""",""160.0"",""2025-07-21"",""LA-00189631|zk20326||0"""
"vpss021,""0.0"","""",""9.0"",""2025-07-21"","""""
"4045,""0.0"","""",""50.0"",""2025-10-15"",""ZV-00224950|4045||1"""
"955.615,""0.0"",""135665-005000"",""200000.0"",""2025-09-02"","""""
"4509a06.67,""0.0"","""",""30000.0"",""2025-08-28"",""ZV-00229039|4509a06.67||1"""
"1001s.68,""10000.0"",""V-001000"",""0.0"",""2025-12-10"","""""
"3532a,""1000.0"",""130471-000250"",""0.0"",""2025-10-27"","""""
"zk200020460,""0.0"","""",""2000.0"",""2025-09-01"",""ZV-00228017|zk200020460||1"""
"216.1,""50.0"","""",""0.0"",""2025-07-23"","""""
"bn272.m3x4,""0.0"","""",""50.0"",""2025-07-22"",""LA-00229165|bn272.m3x4||0"""
"zb20487,""0.0"",""V-001000"",""5000.0"",""2025-10-24"","""""
"449907.40,""0.0"","""",""5000.0"",""2025-08-07"",""ZV-00227945|449907.40||1"""
"1080c0.68,""0.0"",""V-001500"",""12000.0"",""2026-01-09"","""""
"550289,""1.0"","""",""0.0"",""2025-07-25"","""""
"vpfk006,""4320.0"","""",""0.0"",""2025-07-25"","""""
"401.24,""0.0"","""",""155400.0"",""2025-11-18"",""LA-00222583|401.24||0"""
"SPRD15400RBK,""0.0"",""112452-001400"",""222.0"",""2025-11-18"",""LA-00222583|SPRD15400RBK||0"""
"SPHUB416RBK,""0.0"",""112452-001400"",""111.0"",""2025-11-18"",""LA-00222583|SPHUB416RBK||0"""
"zk160080070,""0.0"",""112452-001400"",""184033.0"",""2025-11-18"",""LA-00222583|zk160080070||0"""
"zkabx0133,""0.0"",""112452-001400"",""143234.0"",""2025-11-18"",""LA-00222583|zkabx0133||0"""
"4010.24,""32200.0"",""V-001400"",""0.0"",""2025-11-04"","""""
"401.24,""0.0"","""",""32200.0"",""2025-10-31"",""LA-00228153|401.24||0"""
"SPRD15400RBK,""0.0"",""V-001400"",""46.0"",""2025-11-02"",""LA-00228153|SPRD15400RBK||0"""
"x30070025.68,""0.0"","""",""20000.0"",""2025-08-07"",""ZV-00223907|x30070025.68||1"""
"3829g.67,""0.0"",""V-001000"",""10000.0"",""2025-09-23"","""""
"zs20564.68,""0.0"","""",""20000.0"",""2025-10-13"",""ZV-00223910|zs20564.68||1"""
"3906,""0.0"",""110361-000250"",""10000.0"",""2025-11-04"","""""
"3865m.68,""0.0"","""",""3500.0"",""2025-07-30"",""ZV-00225012|3865m.68||1"""
"3867v.68,""0.0"","""",""20000.0"",""2025-09-01"",""ZV-00225014|3867v.68||1"""
"451520.67,""0.0"","""",""1000.0"",""2025-08-12"",""ZV-00227695|451520.67||1"""
"x50035075.10,""0.0"",""V-002000"",""20000.0"",""2025-08-07"","""""
"4035,""200.0"","""",""0.0"",""2025-08-19"","""""
"4152.2,""0.0"","""",""200.0"",""2025-08-14"",""LA-00223238|4152.2||0"""
"3605a,""0.0"","""",""10000.0"",""2025-08-14"",""LA-00223238|3605a||0"""
"3609a,""0.0"","""",""10000.0"",""2025-08-14"",""LA-00223238|3609a||0"""
"3611a,""0.0"","""",""10000.0"",""2025-08-14"",""LA-00223238|3611a||0"""
"3623a,""0.0"","""",""15000.0"",""2025-08-14"",""LA-00223238|3623a||0"""
"3630a,""0.0"","""",""12000.0"",""2025-08-14"",""LA-00223238|3630a||0"""
"3632a,""0.0"","""",""10000.0"",""2025-08-14"",""LA-00223238|3632a||0"""
"3640a,""0.0"","""",""8000.0"",""2025-08-14"",""LA-00223238|3640a||0"""
"3641a,""0.0"","""",""5000.0"",""2025-08-14"",""LA-00223238|3641a||0"""
"x26105015.47,""1000000.0"","""",""0.0"",""2026-01-15"","""""
"zs1022489264,""0.0"","""",""445769.0"",""2025-10-30"",""ZV-00226946|zs1022489264||1"""
"zs2601329037,""0.0"","""",""40000.0"",""2025-12-01"",""ZV-00226947|zs2601329037||1"""
"3739,""0.0"",""V-000500"",""3000.0"",""2025-08-14"","""""
"5130.99,""0.0"",""V-000500"",""5000.0"",""2025-08-26"","""""
"SST22,""0.0"",""V-001000"",""122.416"",""2025-07-21"","""""
"SST22,""0.0"",""V-001000"",""122.416"",""2025-07-24"","""""
"b25025025.61,""100000.0"",""148736-005000"",""0.0"",""2025-08-05"","""""
"SMS17,""0.0"","""",""1.87"",""2025-08-19"","""""
"470508,""0.0"","""",""5000.0"",""2025-07-30"",""ZV-00229218|470508||1"""
"470508,""0.0"","""",""500000.0"",""2025-07-30"",""ZV-00229219|470508||1"""
"490208d,""0.0"","""",""70000.0"",""2025-07-25"",""ZV-00229224|490208d||1"""
"m30005.01.65,""0.0"","""",""4000.0"",""2025-08-04"",""ZV-00229225|m30005.01.65||1"""
"m30008.00.65,""0.0"","""",""8000.0"",""2025-08-04"",""ZV-00229226|m30008.00.65||1"""
"m30011.50.65,""0.0"","""",""2100.0"",""2025-10-01"",""ZV-00229227|m30011.50.65||1"""
"m30020.01.65,""0.0"","""",""10000.0"",""2025-08-04"",""ZV-00229228|m30020.01.65||1"""
"m40020.01.65,""0.0"","""",""3000.0"",""2025-08-04"",""ZV-00229229|m40020.01.65||1"""
"x07012036.ps,""0.0"","""",""10000.0"",""2025-08-04"",""ZV-00229230|x07012036.ps||1"""
"x07020036.ps,""0.0"","""",""3000.0"",""2025-08-04"",""ZV-00229231|x07020036.ps||1"""
"x18103015.47F,""0.0"",""147179"",""9000.0"",""2025-05-21"","""""
"4010.24,""0.0"",""112452-001400"",""155400.0"",""2025-12-11"","""""
"3833.61,""50000.0"","""",""0.0"",""2025-07-21"","""""
"b25025025.61,""100000.0"","""",""0.0"",""2025-07-28"","""""
"450408.60,""0.0"",""104440-005000"",""100000.0"",""2025-08-27"","""""
"3867k.68,""0.0"",""V-001000"",""2000.0"",""2025-07-29"","""""
"1003u.28,""52554.0"","""",""0.0"",""2025-07-29"","""""
"2006.68,""50000.0"","""",""0.0"",""2025-07-25"","""""
"4508b06.67,""5000.0"",""118634-000500"",""0.0"",""2025-09-01"","""""
"460509d,""3000.0"",""160447-001000"",""0.0"",""2025-07-29"","""""
"470006,""3500.0"",""160447-000500"",""0.0"",""2025-07-29"","""""
"470308,""7000.0"",""160447-001000"",""0.0"",""2025-07-29"","""""
"490208,""25000.0"",""160447-001000"",""0.0"",""2025-07-29"","""""
"490712,""1000.0"",""160447-001000"",""0.0"",""2025-07-29"","""""
"zr1104120140,""10000.0"","""",""0.0"",""2025-09-04"","""""
"5115.99,""700.0"",""160447-000100"",""0.0"",""2025-07-29"","""""
"m30005.00.65,""11000.0"",""160447-001000"",""0.0"",""2025-07-29"","""""
"m30010.00.65,""20000.0"",""160447-001000"",""0.0"",""2025-07-29"","""""
"m30012.01.65,""5000.0"",""160447-001000"",""0.0"",""2025-07-29"","""""
"m30018.00.65,""4500.0"",""160447-000500"",""0.0"",""2025-07-29"","""""
"m30025.00.65,""3000.0"",""160447-000500"",""0.0"",""2025-07-29"","""""
"3664a,""800.0"",""118439-000100"",""0.0"",""2025-07-28"","""""
"u10060252062,""100000.0"",""V-005000"",""0.0"",""2025-11-28"","""""
"3664a,""400.0"",""118439-000100"",""0.0"",""2025-08-04"","""""
"3735,""10000.0"",""146846-001000"",""0.0"",""2025-08-29"","""""
"3741,""2000.0"",""V-000500"",""0.0"",""2025-07-23"","""""
"3825c08.68,""20000.0"",""145494-002000"",""0.0"",""2025-11-17"","""""
"3825z.68,""16000.0"",""V-002000"",""0.0"",""2025-07-25"","""""
"399863b,""0.0"","""",""1.0"",""2025-07-22"",""ZL-00226798|399863b||1"""
"396108,""5000.0"",""V-000250"",""0.0"",""2025-08-05"","""""
"460508,""6000.0"",""135665-000500"",""0.0"",""2025-09-01"","""""
"64084c.65,""0.0"","""",""25000.0"",""2025-08-14"",""ZL-00226803|64084c.65||1"""
"490914d,""100.0"",""V-000100"",""0.0"",""2025-07-23"","""""
"b50135075.60,""500.0"",""V-001000"",""0.0"",""2025-08-04"","""""
"zk032488vpe5,""2000.0"","""",""0.0"",""2026-07-03"","""""
"zk00032488,""0.0"","""",""10000.0"",""2026-07-02"",""LA-00227460|zk00032488||0"""
"vpfk076,""0.0"","""",""10.0"",""2026-07-02"","""""
"zk032488vpe5,""1000.0"","""",""0.0"",""2026-08-12"","""""
"3807z05.60,""1000.0"",""141737-000100"",""0.0"",""2025-07-23"","""""
"x14098015.47,""1000000.0"","""",""0.0"",""2025-09-11"","""""
"x18103015.47,""1000000.0"","""",""0.0"",""2025-09-11"","""""
"x16090015.47,""1000000.0"","""",""0.0"",""2025-09-11"","""""
"386945.67,""0.0"",""149123-000100"",""22000.0"",""2025-10-20"","""""
"x18150015.47,""500000.0"","""",""0.0"",""2025-09-11"","""""
"zk032488vpe5,""5000.0"","""",""0.0"",""2025-10-02"","""""
"x21105015.47,""4000000.0"","""",""0.0"",""2025-09-11"","""""
"x23510501547,""1000000.0"","""",""0.0"",""2025-10-16"","""""
"m30010.01.65,""300000.0"","""",""0.0"",""2025-09-26"","""""
"m30015.01.65,""250000.0"","""",""0.0"",""2025-10-31"","""""
"x26105015.47,""3000000.0"","""",""0.0"",""2025-09-11"","""""
"3866g.68,""0.0"","""",""40000.0"",""2025-07-25"",""ZL-00228540|3866g.68||1"""
"x40150020.47,""1000000.0"","""",""0.0"",""2025-09-11"","""""
"x64160020.47,""500000.0"","""",""0.0"",""2025-10-16"","""""
"x40070034.40,""600000.0"","""",""0.0"",""2025-09-11"","""""
"3785c08.68,""0.0"","""",""50000.0"",""2025-09-11"",""ZV-00224289|3785c08.68||1"""
"3785c08.68,""0.0"","""",""50000.0"",""2025-10-09"",""ZV-00224290|3785c08.68||1"""
"3785c08.68,""0.0"","""",""50000.0"",""2025-12-04"",""ZV-00224291|3785c08.68||1"""
"3785c08.68,""0.0"","""",""50000.0"",""2025-12-04"",""ZV-00224292|3785c08.68||1"""
"3785c08.68,""0.0"","""",""50000.0"",""2026-01-15"",""ZV-00224293|3785c08.68||1"""
"3605a,""0.0"","""",""10000.0"",""2025-08-28"",""ZV-00228127|3605a||1"""
"387203,""0.0"","""",""3000.0"",""2025-09-09"",""ZV-00224297|387203||1"""
"3785r.68,""36000.0"",""V-005000"",""0.0"",""2026-08-13"","""""
"396208s,""0.0"","""",""4000.0"",""2025-07-24"",""ZV-00224298|396208s||1"""
"3825c08.68,""0.0"","""",""20000.0"",""2025-10-27"",""ZV-00228130|3825c08.68||1"""
"3856.67,""0.0"","""",""5000.0"",""2025-10-31"",""ZV-00228132|3856.67||1"""
"3829a.67,""0.0"",""V-000500"",""5000.0"",""2025-07-18"","""""
"3876r06.60,""0.0"","""",""5000.0"",""2025-10-31"",""ZV-00228134|3876r06.60||1"""
"zs142428.66,""0.0"","""",""15000.0"",""2025-11-21"",""ZV-00215974|zs142428.66||1"""
"490814d,""0.0"",""114848-006000"",""600000.0"",""2025-07-29"","""""
