"Teil,""Deckungsmenge"",""KommNr"",""Bedarfsmenge"",""Termin"",""SubRefObj"""
"490814d,""0.0"",""114848-006000"",""600000.0"",""2025-09-30"","""""
"38950.95,""56000.0"",""V-014000"",""0.0"",""2026-08-14"","""""
"38950.95,""56000.0"",""V-014000"",""0.0"",""2026-09-04"","""""
"3924p,""100.0"",""V-000100"",""0.0"",""2025-08-08"","""""
"396008,""50000.0"",""V-000250"",""0.0"",""2026-02-23"","""""
"3993,""3.0"",""110376-000001"",""0.0"",""2025-07-30"","""""
"440406.41,""5000.0"",""V-001000"",""0.0"",""2025-07-31"","""""
"460508,""100000.0"",""143480-2809431"",""0.0"",""2025-07-31"","""""
"460508ks,""30000.0"",""143480-8440084"",""0.0"",""2025-07-31"","""""
"460512,""15000.0"",""143480-2809436"",""0.0"",""2025-07-31"","""""
"460512d,""21000.0"",""143480-2809840"",""0.0"",""2025-07-31"","""""
"460612,""12000.0"",""143480-2809456"",""0.0"",""2025-07-31"","""""
"461321,""2000.0"",""143480-2809590"",""0.0"",""2025-07-31"","""""
"1005f.28,""0.0"",""V-001000"",""25000.0"",""2025-11-24"","""""
"1005f.28,""0.0"",""V-001000"",""25000.0"",""2026-03-02"","""""
"1005f.28,""0.0"",""V-001000"",""25000.0"",""2026-06-22"","""""
"2006.61,""0.0"",""V-005000"",""5000.0"",""2025-08-06"","""""
"4045,""200.0"","""",""0.0"",""2025-10-29"","""""
"4152.2,""0.0"","""",""200.0"",""2025-10-27"",""LA-00228114|4152.2||0"""
"3903s,""0.0"","""",""10000.0"",""2025-10-27"",""LA-00228114|3903s||0"""
"3906s,""0.0"","""",""10000.0"",""2025-10-27"",""LA-00228114|3906s||0"""
"3775a08.68,""50000.0"",""147208-001000"",""0.0"",""2025-07-23"","""""
"3907s,""0.0"","""",""6000.0"",""2025-10-27"",""LA-00228114|3907s||0"""
"3609a,""0.0"","""",""10000.0"",""2025-10-27"",""LA-00228114|3609a||0"""
"3632a,""0.0"","""",""10000.0"",""2025-10-27"",""LA-00228114|3632a||0"""
"3661a,""0.0"","""",""6000.0"",""2025-10-27"",""LA-00228114|3661a||0"""
"3910s,""0.0"","""",""10000.0"",""2025-10-27"",""LA-00228114|3910s||0"""
"1019f.21,""10000.0"",""V-001000"",""0.0"",""2025-11-11"","""""
"1080h.68,""2000.0"",""160447-000500"",""0.0"",""2025-08-05"","""""
"03825k.68,""0.0"","""",""48000.0"",""2025-08-21"","""""
"2007.68,""10000.0"",""112558-005000"",""0.0"",""2025-08-04"","""""
"3400a,""3938.0"",""170456-000100"",""0.0"",""2025-07-29"","""""
"3515a,""5000.0"",""110376-000100"",""0.0"",""2025-07-23"","""""
"3833.60,""10000.0"",""160447-000100"",""0.0"",""2025-08-05"","""""
"3856.67,""25000.0"",""110376-000100"",""0.0"",""2025-07-23"","""""
"3866g.62,""2000.0"",""V-001000"",""0.0"",""2025-09-18"","""""
"3867fn.60,""250000.0"","""",""0.0"",""2026-03-24"","""""
"hmma500,""0.0"","""",""250.0"",""2025-09-09"",""LA-00222813|hmma500||0"""
"vpbf041,""0.0"",""116981-000001"",""1.0"",""2025-09-09"",""LA-00222813|vpbf041||0"""
"3867fn.60,""250000.0"","""",""0.0"",""2025-08-12"","""""
"976.20,""200000.0"","""",""0.0"",""2025-11-04"","""""
"zr2550015x.63,""0.0"",""138941-010000"",""50000.0"",""2025-07-30"","""""
"1005f.28,""0.0"",""V-001000"",""25000.0"",""2025-08-18"","""""
"3509a,""0.0"","""",""5000.0"",""2025-07-24"",""ZV-00225038|3509a||1"""
"zs340988.20,""40000.0"","""",""0.0"",""2025-09-16"","""""
"378508.68,""0.0"",""V-005000"",""200000.0"",""2025-08-11"","""""
"1002n.68,""0.0"",""V-000500"",""3000.0"",""2025-08-20"","""""
"m30030.00.65,""0.0"",""148319-VT DI 30MM"",""1000.0"",""2025-07-29"","""""
"3865k.61,""7000.0"","""",""0.0"",""2025-08-08"","""""
"a40105040.60,""500000.0"",""113678-005000"",""0.0"",""2025-09-12"","""""
"zdm2554,""0.0"",""V-000200"",""4000.0"",""2025-08-13"","""""
"3838an.67,""0.0"",""110376-000500"",""3000.0"",""2025-08-14"","""""
"a40105040.60,""200000.0"",""113678-005000"",""0.0"",""2026-01-23"","""""
"a40105040.60,""300000.0"",""113678-005000"",""0.0"",""2026-03-02"","""""
"a40105040.60,""200000.0"",""113678-005000"",""0.0"",""2026-05-04"","""""
"a40105040.60,""200000.0"",""113678-005000"",""0.0"",""2026-06-01"","""""
"a40105040.60,""500000.0"",""113678-005000"",""0.0"",""2026-08-03"","""""
"RMSA30,""0.0"",""113678-005000"",""238.0"",""2026-07-15"","""""
"RMSA30,""0.0"",""113678-005000"",""95.2"",""2026-05-15"","""""
"1364g.60,""0.0"","""",""100000.0"",""2025-09-10"","""""
"1364g.61,""100000.0"","""",""0.0"",""2025-09-24"","""""
"6443.60,""0.0"","""",""150000.0"",""2025-07-23"","""""
"6443.65,""150000.0"","""",""0.0"",""2025-08-07"","""""
"3775a08.68,""0.0"",""V-010000"",""120000.0"",""2025-08-25"","""""
"zs20318.20,""0.0"","""",""400000.0"",""2026-02-03"","""""
"01002m.68,""0.0"","""",""297600.0"",""2025-07-25"","""""
"zs20318.22,""400000.0"","""",""0.0"",""2026-02-17"","""""
"03773a08.68,""0.0"","""",""10000.0"",""2025-07-21"","""""
"zs20318.20,""0.0"","""",""400000.0"",""2026-04-07"","""""
"zs20318.22,""400000.0"","""",""0.0"",""2026-04-21"","""""
"382508.61,""0.0"",""V-000500"",""1500.0"",""2025-08-14"","""""
"zs20318.20,""0.0"","""",""400000.0"",""2026-08-20"","""""
"zs20318.22,""400000.0"","""",""0.0"",""2026-09-03"","""""
"zs20318.20,""0.0"","""",""400000.0"",""2026-06-18"","""""
"zs20318.22,""400000.0"","""",""0.0"",""2026-07-02"","""""
"03773a08.68,""10000.0"","""",""0.0"",""2025-07-21"","""""
"0378908.68,""0.0"","""",""4000.0"",""2025-07-21"","""""
"0378908.68,""4000.0"","""",""0.0"",""2025-07-21"","""""
"v16076222065,""0.0"",""V-001000"",""5000.0"",""2025-08-07"","""""
"zs203180.22,""0.0"",""V-010000"",""100000.0"",""2025-10-09"","""""
"zs196904.60,""100000.0"","""",""0.0"",""2025-10-28"","""""
"zr1104120645,""0.0"",""V-001000"",""30000.0"",""2025-08-25"","""""
"zr1104120645,""0.0"",""V-001000"",""30000.0"",""2025-10-03"","""""
"440406.41,""0.0"",""V-001000"",""5000.0"",""2025-08-04"","""""
"zr1104120645,""0.0"",""V-001000"",""15000.0"",""2025-10-30"","""""
"3785a08.68,""10000.0"",""145494-005000"",""0.0"",""2025-10-23"","""""
"3829e.67,""0.0"",""V-000500"",""1550.0"",""2025-12-08"","""""
"3785a08.68,""0.0"","""",""10000.0"",""2025-10-22"",""ZV-00227617|3785a08.68||1"""
"zs9412155.66,""80000.0"","""",""0.0"",""2025-10-08"","""""
"1002n.68,""1000000.0"",""V-040000"",""0.0"",""2025-05-30"","""""
"03865u.68,""0.0"","""",""8000.0"",""2025-08-06"",""ZV-00210905|03865u.68||1"""
"3775a05.64,""0.0"",""V-002000"",""10000.0"",""2025-08-06"","""""
"460006,""0.0"",""V-000500"",""1000.0"",""2025-08-07"","""""
"460610,""0.0"",""V-000250"",""1000.0"",""2025-08-07"","""""
"440609.47,""0.0"",""118634-001000"",""5000.0"",""2025-07-29"","""""
"470308,""0.0"",""143480-2809091"",""700000.0"",""2025-08-04"","""""
"470508,""0.0"",""143480-2809131"",""500000.0"",""2025-08-04"","""""
"ut30050spez,""0.0"","""",""1.0"",""2025-08-18"","""""
"3927a,""0.0"",""V-001000"",""5000.0"",""2025-09-26"","""""
"470108,""0.0"",""143480-2809051"",""500000.0"",""2025-08-04"","""""
"470208,""0.0"",""143480-2809071"",""400000.0"",""2025-08-04"","""""
"3927a,""0.0"",""V-001000"",""5000.0"",""2025-08-26"","""""
"470712,""0.0"",""143480-2809170"",""400000.0"",""2025-08-04"","""""
"470108,""0.0"",""143480-2809050"",""200000.0"",""2025-08-04"","""""
"01004a.28,""0.0"",""124979-004800"",""33600.0"",""2025-09-26"","""""
"3775a08.68,""20000.0"",""V-010000"",""0.0"",""2025-07-23"","""""
"3927a,""0.0"",""V-001000"",""5000.0"",""2025-11-04"","""""
"3775a08.68,""20000.0"",""V-010000"",""0.0"",""2025-07-24"","""""
"3775a08.68,""140000.0"",""V-010000"",""0.0"",""2025-08-07"","""""
"3775a08.68,""120000.0"",""V-010000"",""0.0"",""2025-08-22"","""""
"470108,""200000.0"",""143480-2809050"",""0.0"",""2025-07-31"","""""
"470208,""400000.0"",""143480-2809071"",""0.0"",""2025-07-31"","""""
"37569.67,""0.0"",""V-090000"",""540000.0"",""2025-08-08"","""""
"470308,""700000.0"",""143480-2809091"",""0.0"",""2025-07-31"","""""
"37569.67,""0.0"",""V-090000"",""540000.0"",""2025-11-14"","""""
"37569.67,""0.0"",""V-090000"",""540000.0"",""2026-02-13"","""""
"470308,""70000.0"",""143480-2809090"",""0.0"",""2025-07-31"","""""
"37569.67,""0.0"",""V-090000"",""540000.0"",""2026-04-17"","""""
"37569.67,""0.0"",""V-090000"",""540000.0"",""2026-05-29"","""""
"470408,""700000.0"",""143480-2809111"",""0.0"",""2025-07-31"","""""
"470408,""90000.0"",""143480-2809110"",""0.0"",""2025-07-31"","""""
"470508,""5000.0"",""110376-000500"",""0.0"",""2025-08-04"","""""
"470508,""500000.0"",""143480-2809131"",""0.0"",""2025-08-06"","""""
"460410,""0.0"",""118439-000100"",""3000.0"",""2025-08-05"","""""
"470308,""0.0"",""118439-000100"",""5000.0"",""2025-08-05"","""""
"460612,""0.0"",""118439-000100"",""12000.0"",""2025-08-05"","""""
"3647a,""0.0"",""118439-000100"",""400.0"",""2025-08-05"","""""
"470812,""0.0"",""118439-000100"",""20000.0"",""2025-08-05"","""""
"460308,""0.0"",""118439-000100"",""5000.0"",""2025-08-05"","""""
"490712,""0.0"",""118439-000100"",""5000.0"",""2025-08-05"","""""
"470718,""0.0"",""118439-000100"",""6000.0"",""2025-08-05"","""""
"490918,""0.0"",""118439-000050"",""1000.0"",""2025-08-05"","""""
"b50050050.60,""20000.0"","""",""0.0"",""2025-07-24"","""""
"SMSA19,""0.0"","""",""8.82"",""2025-07-18"","""""
"388021.67,""2000.0"",""V-000100"",""0.0"",""2025-08-14"","""""
"1000c.21,""50000.0"",""V-002000"",""0.0"",""2025-10-06"","""""
"396208s,""4500.0"",""116981-000500"",""0.0"",""2025-10-31"","""""
"930.28,""25000.0"",""V-002000"",""0.0"",""2025-08-27"","""""
"3515a,""0.0"","""",""30000.0"",""2025-08-25"",""ZV-00225220|3515a||1"""
"470108,""500000.0"",""143480-2809051"",""0.0"",""2025-07-31"","""""
"6443.60,""150000.0"","""",""0.0"",""2025-07-22"","""""
"zs20521.60,""300000.0"","""",""0.0"",""2025-09-09"","""""
"zs20521.60,""300000.0"","""",""0.0"",""2026-02-10"","""""
"379908.67,""0.0"","""",""1000.0"",""2025-07-21"",""ZV-00225231|379908.67||1"""
"3801.65,""0.0"","""",""500.0"",""2025-07-21"",""ZV-00225232|3801.65||1"""
"x40100046.45F,""0.0"",""112524-001000"",""1500000.0"",""2025-07-30"","""""
"RCUA10,""0.0"",""112524-001000"",""20.0"",""2025-07-21"","""""
"zk032488vpe5,""2000.0"","""",""0.0"",""2025-11-11"","""""
"zb8761190,""1650.0"",""V-000075"",""0.0"",""2025-07-25"","""""
"4500.64,""0.0"",""V-000500"",""5000.0"",""2025-11-03"","""""
"460412,""0.0"",""V-000250"",""20000.0"",""2025-08-27"","""""
"6443.65,""0.0"",""V-001000"",""5000.0"",""2025-08-13"","""""
"zk032488vpe5,""2000.0"","""",""0.0"",""2025-12-17"","""""
"3867y.22,""0.0"",""V-000500"",""2000.0"",""2025-08-29"","""""
"3515a,""30000.0"",""118052-001000"",""0.0"",""2025-10-08"","""""
"3825z.68,""13000.0"",""V-000500"",""0.0"",""2025-08-21"","""""
"3863bsb02.95,""20000.0"",""V-000500"",""0.0"",""2025-12-02"","""""
"3863bsb02.95,""20000.0"",""V-000500"",""0.0"",""2026-02-02"","""""
"zs20550.41,""0.0"","""",""100000.0"",""2025-07-22"",""ZV-00225345|zs20550.41||1"""
"3515a,""0.0"","""",""30000.0"",""2025-10-06"",""ZV-00227960|3515a||1"""
"3825z.68,""0.0"","""",""13000.0"",""2025-08-20"",""ZV-00227961|3825z.68||1"""
"3863bsb02.95,""0.0"","""",""20000.0"",""2025-12-01"",""ZV-00227962|3863bsb02.95||1"""
"3863bsb02.95,""0.0"","""",""20000.0"",""2026-01-30"",""ZV-00227963|3863bsb02.95||1"""
"zk00032488,""25000.0"","""",""0.0"",""2025-09-15"","""""
"zs0003249725,""0.0"","""",""25000.0"",""2025-08-29"",""LA-00229137|zs0003249725||0"""
"vpss027,""0.0"","""",""25.0"",""2025-08-31"","""""
"zk210106160,""0.0"",""V-000216"",""3240.0"",""2026-01-07"","""""
"470508,""15000.0"",""118439-000100"",""0.0"",""2025-07-31"","""""
"zk210106160,""0.0"",""V-000216"",""3240.0"",""2026-01-22"","""""
"zk210106160,""0.0"",""V-000216"",""3240.0"",""2026-02-20"","""""
"zk210106160,""0.0"",""V-000216"",""3240.0"",""2026-04-21"","""""
"zk210106160,""0.0"",""V-000216"",""3240.0"",""2026-05-20"","""""
"zk210106160,""0.0"",""V-000216"",""3240.0"",""2026-03-23"","""""
"zk210106160,""0.0"",""V-000216"",""3240.0"",""2026-06-18"","""""
"zk210106160,""0.0"",""V-000216"",""3240.0"",""2026-07-17"","""""
"zsi913034.40,""5000.0"",""V-001000"",""0.0"",""2025-10-09"","""""
"zs1515elc112,""0.0"",""V-000500"",""2000.0"",""2025-11-03"","""""
"3700,""0.0"","""",""30000.0"",""2025-07-21"",""ZL-00229365|3700||1"""
"3703,""0.0"","""",""2000.0"",""2025-07-21"",""ZL-00229366|3703||1"""
"3741,""0.0"","""",""10000.0"",""2026-02-26"",""ZL-00229369|3741||1"""
"3766w.67,""0.0"","""",""100000.0"",""2025-08-06"",""ZL-00229370|3766w.67||1"""
"389905s,""0.0"","""",""2000.0"",""2025-07-23"",""ZV-00228033|389905s||1"""
"4040,""0.0"","""",""100.0"",""2025-11-26"",""ZV-00228036|4040||1"""
"3785q08.68,""0.0"","""",""100000.0"",""2025-09-30"",""ZL-00229376|3785q08.68||1"""
"460408.00050,""0.0"","""",""2500.0"",""2025-07-31"",""ZV-00228041|460408.00050||1"""
"382508.68,""0.0"","""",""400000.0"",""2025-07-22"",""ZL-00229377|382508.68||1"""
"3825z.68,""0.0"","""",""86000.0"",""2025-09-26"",""ZL-00229378|3825z.68||1"""
"1002n.68,""0.0"","""",""320000.0"",""2025-09-11"",""ZV-00219630|1002n.68||1"""
"1002n.68,""0.0"","""",""2760000.0"",""2025-11-20"",""ZV-00219631|1002n.68||1"""
"1002n.68,""0.0"","""",""350000.0"",""2026-01-15"",""ZV-00219632|1002n.68||1"""
"3522a,""0.0"","""",""5000.0"",""2025-07-21"",""ZL-00229348|3522a||1"""
"3876r06.60,""0.0"",""113678-000250"",""5000.0"",""2025-11-04"","""""
"zs1022489264,""0.0"",""110361-010000"",""445769.0"",""2025-11-03"","""""
"3856.67,""0.0"",""113678-001000"",""5000.0"",""2025-11-04"","""""
"x18103015.47,""1000000.0"","""",""0.0"",""2025-09-16"","""""
"zszt27786.70,""12500.0"",""V-000500"",""0.0"",""2025-08-28"","""""
"x07008036.ps,""0.0"",""V-001000"",""1000.0"",""2025-09-30"","""""
"1027.90,""0.0"","""",""10000.0"",""2025-09-19"","""""
"1027.98,""10000.0"","""",""0.0"",""2025-09-26"","""""
"5119.99,""0.0"",""V-001000"",""10000.0"",""2025-07-31"","""""
"zs20571.67,""1180.0"","""",""0.0"",""2025-07-25"","""""
"1080c0.68,""12000.0"",""V-001500"",""0.0"",""2026-01-08"","""""
"1080c.68,""0.0"","""",""12000.0"",""2025-12-19"",""LA-00229543|1080c.68||0"""
"zk1600800500,""0.0"","""",""12667.0"",""2026-01-04"",""LA-00229543|zk1600800500||0"""
"zkabx0133,""0.0"",""V-001500"",""10048.0"",""2026-01-04"",""LA-00229543|zkabx0133||0"""
"sprd33408sw,""0.0"",""V-001500"",""16.0"",""2026-01-04"",""LA-00229543|sprd33408sw||0"""
"5119.99,""0.0"",""V-001000"",""10000.0"",""2025-12-15"","""""
"4010,""50.0"","""",""0.0"",""2025-08-14"","""""
"4152.2,""0.0"","""",""50.0"",""2025-08-13"",""LA-00229544|4152.2||0"""
"440005.47,""0.0"","""",""7500.0"",""2025-08-13"",""LA-00229544|440005.47||0"""
"449907.47,""0.0"","""",""7500.0"",""2025-08-13"",""LA-00229544|449907.47||0"""
"440106.47,""0.0"","""",""25000.0"",""2025-08-13"",""LA-00229544|440106.47||0"""
"440206.47,""0.0"","""",""25000.0"",""2025-08-13"",""LA-00229544|440206.47||0"""
"440306.47,""0.0"","""",""25000.0"",""2025-08-13"",""LA-00229544|440306.47||0"""
"440407.47,""0.0"","""",""25000.0"",""2025-08-13"",""LA-00229544|440407.47||0"""
"sprd33408sw,""0.0"",""V-010000"",""10.0"",""2026-01-21"",""LA-00210736|sprd33408sw||0"""
"zk80040010,""0.0"","""",""102500.0"",""2026-01-21"",""LA-00210736|zk80040010||0"""
"zs20318.22,""0.0"","""",""100000.0"",""2026-01-21"",""LA-00210736|zs20318.22||0"""
"kas187133003,""0.0"",""V-000216"",""162.0"",""2026-04-19"","""""
"mat_3,""0.0"","""",""39.0"",""2025-07-21"","""""
"mb_2,""0.0"","""",""1.17"",""2025-07-21"","""""
"x18103015.47,""0.0"","""",""1000000.0"",""2025-07-21"",""LA-00227174|x18103015.47||0"""
"mat_41,""0.0"","""",""1.092"",""2025-07-21"","""""
"mat_42,""0.0"","""",""0.006"",""2025-07-21"","""""
"976.22,""0.0"","""",""12960.0"",""2026-06-09"",""LA-00226172|976.22||0"""
"zk210105791,""0.0"","""",""3240.0"",""2026-06-09"",""LA-00226172|zk210105791||0"""
"zk210105762,""0.0"","""",""3240.0"",""2026-06-09"",""LA-00226172|zk210105762||0"""
"zk2101081471,""0.0"","""",""3240.0"",""2026-06-09"",""LA-00226172|zk2101081471||0"""
"kas187133113,""0.0"",""V-000216"",""15.0"",""2026-06-09"","""""
"kas194140060,""0.0"",""V-000216"",""15.0"",""2026-06-09"","""""
"kas187133003,""0.0"",""V-000216"",""90.0"",""2026-06-09"","""""
"976.22,""0.0"","""",""18360.0"",""2026-01-20"",""LA-00226171|976.22||0"""
"zk210105791,""0.0"","""",""4590.0"",""2026-01-20"",""LA-00226171|zk210105791||0"""
"3492a,""5000.0"",""116981-000500"",""0.0"",""2025-10-29"","""""
"3532a,""5000.0"",""110376-000100"",""0.0"",""2025-07-23"","""""
"3619a,""1000.0"",""116981-001000"",""0.0"",""2025-07-31"","""""
"3652ah,""250.0"",""116981-000250"",""0.0"",""2025-07-25"","""""
"3656ah,""250.0"",""116981-000250"",""0.0"",""2025-07-25"","""""
"3664ah,""250.0"",""116981-000250"",""0.0"",""2025-07-25"","""""
"3761.60,""5000.0"",""V-000500"",""0.0"",""2025-11-17"","""""
"3835t.67,""1500.0"",""V-000250"",""0.0"",""2025-08-14"","""""
"3865k.61,""7000.0"",""V-005000"",""0.0"",""2025-08-13"","""""
"460712,""2000.0"",""118439-000100"",""0.0"",""2025-07-28"","""""
"470308,""5000.0"",""118439-000100"",""0.0"",""2025-07-28"","""""
"a30050040.60,""0.0"","""",""10000.0"",""2025-07-23"",""ZL-00227450|a30050040.60||1"""
"4010.24,""0.0"",""V-001400"",""32200.0"",""2025-11-05"","""""
"440408.41,""0.0"","""",""30000.0"",""2025-08-06"",""ZL-00228888|440408.41||1"""
"p06108802083,""0.0"",""V-005000"",""500000.0"",""2025-10-15"","""""
"zr2525015x.63,""500000.0"","""",""0.0"",""2025-09-16"","""""
"zr2525015x.63F,""0.0"",""155590"",""500000.0"",""2025-09-10"","""""
"RMSA10,""0.0"","""",""19.5"",""2025-08-13"","""""
"zr2530015x.63,""500000.0"","""",""0.0"",""2025-09-18"","""""
"x60035100.95,""20000.0"",""V-001000"",""0.0"",""2025-10-31"","""""
"3494a,""0.0"","""",""10000.0"",""2025-07-25"",""ZV-00229018|3494a||1"""
"1005u.28,""0.0"",""V-025000"",""25000.0"",""2026-02-04"","""""
"zrh4k201,""20000.0"",""112524-000400"",""0.0"",""2026-03-23"","""""
"zrh4k201,""20000.0"",""112524-000400"",""0.0"",""2026-03-30"","""""
"zrh4k201,""20000.0"",""112524-000400"",""0.0"",""2026-04-08"","""""
"zrh4k201,""20000.0"",""112524-000400"",""0.0"",""2026-04-15"","""""
"3652c,""0.0"",""V-000250"",""1500.0"",""2025-07-24"","""""
"3866b.68,""0.0"",""114566-463971"",""20000.0"",""2025-07-22"","""""
"3866b.68,""20000.0"",""114566-463971"",""0.0"",""2025-07-22"","""""
"1002n.68,""320000.0"",""V-040000"",""0.0"",""2025-10-17"","""""
"470308w,""0.0"",""V-000500"",""87500.0"",""2025-07-24"","""""
"1032.62,""40000.0"",""V-002000"",""0.0"",""2025-10-08"","""""
"460408.00050,""0.0"",""116981-000500"",""2000.0"",""2025-07-28"","""""
"3927a,""10000.0"",""V-001000"",""0.0"",""2026-03-10"","""""
"3927a,""0.0"","""",""10000.0"",""2026-03-06"",""ZL-00228151|3927a||1"""
"3785c08.68,""50000.0"",""112558-002000"",""0.0"",""2025-08-08"","""""
"3656a,""0.0"",""V-000250"",""20000.0"",""2025-08-27"","""""
"460108.00050,""0.0"",""116981-000500"",""2000.0"",""2025-07-28"","""""
"381790.67,""0.0"",""116981-000500"",""4000.0"",""2025-07-28"","""""
"1364a.68,""0.0"",""116981-000100"",""27000.0"",""2025-07-28"","""""
"1364q.68,""250000.0"",""V-001000"",""0.0"",""2026-03-13"","""""
"389805,""0.0"",""116981-000500"",""3000.0"",""2025-07-28"","""""
"3867d.68,""0.0"",""116981-000100"",""1000.0"",""2025-07-28"","""""
"zs7010170.60,""50000.0"","""",""0.0"",""2026-04-07"","""""
"zs7010170.60,""50000.0"","""",""0.0"",""2025-07-22"","""""
"m20015.01.65,""0.0"","""",""8250.0"",""2025-09-08"",""ZV-00221776|m20015.01.65||1"""
"1364d.68,""30000.0"",""149811-001000"",""0.0"",""2025-10-14"","""""
"x94064050.45,""0.0"","""",""8000.0"",""2025-09-05"",""ZV-00221780|x94064050.45||1"""
"3801.67,""0.0"","""",""500.0"",""2025-09-25"",""ZV-00225138|3801.67||1"""
"3530a,""95000.0"",""V-000250"",""0.0"",""2025-09-22"","""""
"c13080010.68,""26957.0"","""",""0.0"",""2025-08-11"","""""
"3871r04.80,""20000.0"","""",""0.0"",""2025-10-07"","""""
"985a.60,""100000.0"","""",""0.0"",""2026-03-31"","""""
"985a.60,""100000.0"","""",""0.0"",""2025-09-02"","""""
"03866a.68,""0.0"","""",""30000.0"",""2025-09-26"","""""
"3867d.68,""3500.0"",""145494-000500"",""0.0"",""2025-11-24"","""""
"3906s,""1000.0"",""141737-000100"",""0.0"",""2025-07-24"","""""
"4035,""2.0"",""141737-000001"",""0.0"",""2025-07-24"","""""
"4040,""2.0"",""141737-000001"",""0.0"",""2025-07-24"","""""
"4045,""5.0"",""148319-VT SORT 4045"",""0.0"",""2025-07-28"","""""
"440108.40,""1000.0"",""V-001000"",""0.0"",""2025-07-30"","""""
"440912.47,""1000.0"",""V-000500"",""0.0"",""2025-07-22"","""""
"460008,""15000.0"",""122176-000500"",""0.0"",""2025-07-24"","""""
"460408d,""18000.0"",""146756-000500"",""0.0"",""2025-07-30"","""""
"460508,""35000.0"",""146756-000500"",""0.0"",""2025-07-30"","""""
"460509d,""10000.0"",""146756-000500"",""0.0"",""2025-07-30"","""""
"460612,""10000.0"",""146756-000500"",""0.0"",""2025-07-30"","""""
"460612d,""6000.0"",""146756-000250"",""0.0"",""2025-07-30"","""""
"460918,""3000.0"",""146756-000100"",""0.0"",""2025-07-30"","""""
"470108,""10000.0"",""141737-000100"",""0.0"",""2025-07-24"","""""
"zs0066972168,""0.0"",""V-025000"",""50000.0"",""2025-08-13"","""""
"zs0066972168,""0.0"",""V-025000"",""50000.0"",""2025-09-30"","""""
"zs0066972168,""0.0"",""V-025000"",""50000.0"",""2025-11-19"","""""
"zs0066972168,""0.0"",""V-025000"",""50000.0"",""2026-01-15"","""""
"zs1515elc072,""0.0"",""V-000500"",""10000.0"",""2025-08-05"","""""
"zs1111639140,""0.0"",""146041-000500"",""10000.0"",""2026-03-11"","""""
"x5311035e40,""0.0"","""",""100000.0"",""2025-08-28"","""""
"x5311035e453,""100000.0"","""",""0.0"",""2025-09-11"","""""
"vpss021,""0.0"",""V-004000"",""8.0"",""2026-02-22"","""""
"4010.24,""51800.0"",""112452-001400"",""0.0"",""2025-09-10"","""""
"zr20416.80,""32000.0"",""V-004000"",""0.0"",""2026-03-09"","""""
"SRF82,""0.0"",""V-004000"",""117.12"",""2026-02-27"","""""
"vpss021,""0.0"",""V-004000"",""8.0"",""2026-03-01"","""""
"zr2104001548F,""0.0"",""V-005000"",""2040538.0"",""2025-09-08"","""""
"386723,""0.0"",""V-000020"",""100.0"",""2025-09-29"","""""
"zr20416.80,""32000.0"",""V-004000"",""0.0"",""2026-03-16"","""""
"SRF82,""0.0"",""V-004000"",""117.12"",""2026-03-06"","""""
"vpss021,""0.0"",""V-004000"",""8.0"",""2026-03-08"","""""
"zr2104001548F,""0.0"",""V-005000"",""2000130.0"",""2025-09-29"","""""
